loan_id,account_id,loan_date,loan_amount,duration,payments,status,district_id,frequency,account_date,clients,num_cards,card_issued,owner_gender,owner_birth,num_credits,total_credits,num_withdrawals,withdrawal_total,num_orders,order_total,district_name,region,no_of_inhibitants,no_of_municipalities_with_inhabitants_less_than_499,no_of_municipalities_with_inhabitants_between_500_to_1999,no_of_municipalities_with_inhabitants_between_1000_to_9999,no_of_municipalities_with_inhabitants_greater_than_10000,no_of_cities,ratio_of_urban_inhabitants,average_salary,unemployment_rate_95,unemployment_rate_96,no_of_enterpreneurs_per_1000_inhabitants,no_of_commited_crimes_95,no_of_commited_crimes_96
5036,309,1998-11-25,0.147255223269152,0.75,0.1662502602540079,C,14,monthly,1997-04-25,1,0,1900-01-01,F,1973-01-08,42,4.90061784897025,66,4.623638443935924,1.0,0.12767959142530744,Ceske Budejovice,south Bohemia,0.11604963979995388,0.45695364238410596,0.38571428571428573,0.5,0.2,0.8,0.6187594553706506,0.43669600541638454,0.16901408450704225,0.1426978818283166,0.627906976744186,0.0681836929494809,0.055050448487563505
5039,314,1997-05-03,0.10559197050389185,0.25,0.25827607745159276,C,15,after transaction,1996-01-26,2,0,1900-01-01,F,1939-05-17,74,16.19135011441647,149,15.901132723112141,2.0,1.1070492574423763,Cesky Krumlov,south Bohemia,0.013746286996657867,0.1456953642384106,0.22857142857142856,0.35,0.2,0.4,0.2723146747352496,0.2110133152787181,0.4084507042253521,0.3534002229654403,0.5,0.012102428734724661,0.010089697512701208
5041,319,1997-07-11,0.6213641950020483,1.0,0.6085779721007704,C,47,weekly,1995-10-17,1,0,1900-01-01,F,1974-06-30,112,19.71011441647597,264,18.80890160183065,4.0,0.6595322894966736,Pardubice,east Bohemia,0.10305111639641625,0.5496688741721855,0.37142857142857144,0.25,0.2,0.5,0.5885022692889561,0.3222748815165877,0.18309859154929578,0.15384615384615385,0.3488372093023256,0.06199695966249897,0.04603997189953064
5042,330,1998-07-12,0.5574969274887341,0.75,0.6874869872996044,C,42,monthly,1996-11-24,2,0,1900-01-01,F,1973-05-26,51,7.096201372997717,79,6.790480549199081,1.0,0.46414891472347286,Havlickuv Brod,east Bohemia,0.04567983671390169,0.5761589403973509,0.35714285714285715,0.25,0.4,0.6,0.38124054462934953,0.06273978785827126,0.30985915492957744,0.27982162764771457,0.06976744186046512,0.009898773259171096,0.007941436992842525
5043,339,1997-12-25,0.7904547316673495,1.0,0.7804497189256715,C,46,weekly,1996-09-11,2,1,1998-02-02,F,1947-10-19,58,16.47593821510298,158,15.354782608695643,3.0,0.8019084738928834,Nachod,east Bohemia,0.06013774683082473,0.31788079470198677,0.2857142857142857,0.35,0.6,0.9,0.5990922844175492,0.05845181674565561,0.21126760563380284,0.20958751393534003,0.4186046511627907,0.02399274089960994,0.017613699996945602
5044,344,1994-12-21,0.1638672675133142,1.0,0.14355611076410577,C,54,monthly,1993-12-01,1,0,1900-01-01,M,1965-07-31,128,10.85850114416475,271,10.211064073226527,2.0,0.4314226194476178,Brno - mesto,south Moravia,0.29665218753119266,0.0,0.0,0.0,0.2,0.0,1.0,0.40329496727600994,0.1971830985915493,0.1705685618729097,0.686046511627907,0.21097349721302397,0.18130911534428165
5045,347,1995-05-01,0.31108152396558786,0.25,0.7804497189256715,B,65,monthly,1993-12-13,1,0,1900-01-01,M,1947-10-08,150,22.891704805491994,229,22.253878718535464,1.0,0.5241717626503595,Znojmo,south Moravia,0.06142073361717946,0.6688741721854304,0.5857142857142857,0.2,0.2,0.3,0.14826021180030266,0.06612502821033626,0.7746478873239437,0.5897435897435898,0.27906976744186046,0.015779115945273925,0.018631832944745925
5046,349,1998-09-09,0.06458418680868497,0.0,0.33978763272954404,C,72,monthly,1997-06-08,2,0,1900-01-01,M,1937-06-01,51,2.049668192219678,56,1.8588329519450786,2.0,0.5527854310866205,Olomouc,north Moravia,0.15772820987633074,0.2119205298013245,0.7142857142857143,0.35,0.8,0.3,0.43419062027231475,0.19950349808169712,0.5070422535211268,0.4860646599777035,0.3372093023255814,0.10433778385321534,0.08470866125698694
5051,378,1997-10-11,0.38478082752970094,1.0,0.3681032687903394,C,68,monthly,1996-07-22,1,0,1900-01-01,M,1961-07-24,103,22.68800915331808,241,22.242288329519443,5.0,0.9113769235938446,Frydek - Mistek,north Moravia,0.1600738986621141,0.09933774834437085,0.5714285714285714,0.9,0.4,0.5,0.3524962178517399,0.40239223651545925,0.5352112676056338,0.47826086956521735,0.1744186046511628,0.05662333989323466,0.05089646606053819
5060,426,1994-07-19,0.42175337976239247,1.0,0.405683947532792,D,1,monthly,1993-11-29,1,0,1900-01-01,F,1965-08-03,150,17.943192219679638,294,17.611212814645295,3.0,0.8454539345474096,Hl.m. Praha,Prague,1.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5061,440,1998-03-13,0.1353748463744367,0.75,0.15115552779512806,C,29,monthly,1996-12-22,1,0,1900-01-01,F,1957-09-27,52,5.020995423340963,95,4.334828375286041,2.0,0.5093071702170553,Rokycany,west Bohemia,0.002489390189754692,0.3443708609271523,0.14285714285714285,0.25,0.2,0.5,0.32829046898638437,0.1654254118709095,0.3661971830985915,0.3534002229654403,0.37209302325581395,0.0,0.0
5063,442,1997-07-10,0.6023146251536255,0.75,0.7444305642306892,D,54,monthly,1997-03-30,1,0,1900-01-01,F,1941-05-19,35,4.9139931350114425,45,4.291864988558352,3.0,1.0164639473153685,Brno - mesto,south Moravia,0.29665218753119266,0.0,0.0,0.0,0.2,0.0,1.0,0.40329496727600994,0.1971830985915493,0.1705685618729097,0.686046511627907,0.21097349721302397,0.18130911534428165
5072,472,1997-04-28,0.32742728390004094,0.25,0.8219862585883823,D,8,monthly,1996-10-11,1,0,1900-01-01,F,1960-07-19,54,16.14275743707094,105,15.790972540045765,1.0,0.5509844768496741,Mlada Boleslav,central Bohemia,0.05958359291371376,0.6291390728476821,0.2714285714285714,0.35,0.2,0.7,0.5370650529500758,0.7147370796659896,0.14084507042253522,0.11259754738015607,0.5348837209302325,0.05139113117052994,0.04173326953033527
5082,501,1996-10-24,0.44039328144203194,1.0,0.4246304393087654,C,13,monthly,1995-10-21,1,0,1900-01-01,F,1966-03-09,95,15.347379862700228,138,14.411990846681915,1.0,0.29444929776224715,Rakovnik,central Bohemia,0.009551410683123776,0.40397350993377484,0.3142857142857143,0.05,0.2,0.1,0.11195158850226927,0.11013315278718122,0.35211267605633806,0.3154960981047937,0.4883720930232558,0.009179933772493194,0.010048972194789195
5086,525,1997-07-16,0.3506145022531749,0.75,0.4246304393087654,C,70,monthly,1996-03-20,1,0,1900-01-01,F,1956-03-22,77,10.9224942791762,111,9.793066361556063,2.0,0.7280895101135676,Karvina,north Moravia,0.20872499853717133,0.0,0.02857142857142857,0.4,1.0,0.6,0.8472012102874434,0.4664861205145565,0.9014084507042254,0.8160535117056856,0.0,0.10676534015248824,0.09387185778718986
5088,544,1996-08-22,0.14709135600163867,0.25,0.36373100145742243,A,32,monthly,1995-05-15,1,1,1996-08-08,M,1942-12-10,99,13.175137299771169,155,11.902505720823795,1.0,0.25517102345272497,Ceska Lipa,north Bohemia,0.05355415735906076,0.2119205298013245,0.2714285714285714,0.35,0.4,0.9,0.7125567322239033,0.26224328593996843,0.3661971830985915,0.3110367892976588,0.43023255813953487,0.04150414216523881,0.03682586872193771
5103,666,1997-11-28,0.012904547316673495,0.0,0.07713928794503436,A,27,monthly,1996-03-15,2,1,1997-08-22,F,1940-02-12,78,6.602173913043476,198,5.673958810068652,4.0,0.5519790336670923,Plzen - jih,west Bohemia,0.02106215128746132,0.47019867549668876,0.2714285714285714,0.5,0.0,0.6,0.14977307110438728,0.10178289325208756,0.056338028169014086,0.09587513935340022,0.3372093023255814,0.0024864775686727395,0.002433337745242774
5110,675,1997-04-01,0.16601802539942648,1.0,0.14574224443056424,C,58,monthly,1995-08-03,2,1,1998-07-01,F,1945-09-24,106,6.0349771167048,157,5.26901601830663,2.0,0.5416302667831463,Jihlava,south Moravia,0.05708731882436763,0.6490066225165563,0.22857142857142856,0.3,0.2,0.3,0.44931921331316194,0.14601670051907018,0.43661971830985913,0.39241917502787066,0.1744186046511628,0.01642724990867203,0.016117044563679125
5117,718,1997-08-20,0.12283900040966816,0.0,0.6358525921299188,A,1,monthly,1996-03-03,1,1,1998-09-16,F,1956-09-13,90,16.167231121281464,191,15.667871853546902,4.0,1.363954035347087,Hl.m. Praha,Prague,1.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5124,785,1998-02-12,0.25794756247439576,0.5,0.419737663960025,C,21,weekly,1997-08-09,1,0,1900-01-01,M,1952-08-03,40,5.6618192219679635,68,5.139553775743705,2.0,0.7881728378469188,Tabor,south Bohemia,0.05208186333394141,0.5761589403973509,0.22857142857142856,0.35,0.2,0.6,0.5007564296520425,0.22432859399684044,0.18309859154929578,0.18283166109253063,0.4883720930232558,0.01745247999622904,0.014925829014752746
5125,789,1995-11-23,0.11620237607537895,0.75,0.1267957526545909,C,39,monthly,1995-02-06,2,0,1900-01-01,M,1970-12-18,100,3.5195881006864966,194,3.282288329519454,3.0,0.357032457496136,Most,north Bohemia,0.06632120963883621,0.11258278145695365,0.05714285714285714,0.15,0.4,0.3,0.8472012102874434,0.5271947641615888,1.0,1.0,0.10465116279069768,0.04865718427037792,0.03924902513770248
5126,790,1994-07-24,0.34676362146661205,0.75,0.419737663960025,B,54,monthly,1993-05-11,1,1,1995-05-01,M,1951-08-06,158,21.73080091533181,248,21.39878718535468,1.0,0.2912976278475909,Brno - mesto,south Moravia,0.29665218753119266,0.0,0.0,0.0,0.2,0.0,1.0,0.40329496727600994,0.1971830985915493,0.1705685618729097,0.686046511627907,0.21097349721302397,0.18130911534428165
5128,808,1996-04-11,0.35954526833265055,0.75,0.43597751405371643,D,69,monthly,1995-06-13,1,0,1900-01-01,M,1957-02-17,128,8.112139588100687,158,7.767791762013728,1.0,0.30179423425845037,Jesenik,north Moravia,0.0,0.026490066225165563,0.18571428571428572,0.25,0.2,0.2,0.21936459909228442,0.014218009478672985,0.39661971830985915,0.73355629877369,0.5,0.027853328860849375,0.0047852248546615215
5130,813,1994-05-11,0.03299877099549365,0.0,0.17926296064959402,A,16,monthly,1993-02-10,1,0,1900-01-01,F,1955-11-19,155,11.199405034324945,237,10.7958123569794,1.0,0.13605940460990526,Jindrichuv Hradec,south Bohemia,0.043979513514815875,0.4900662251655629,0.3,0.5,0.2,0.7,0.34795763993948564,0.07154141277364026,0.12676056338028172,0.12374581939799331,0.3023255813953488,0.012444172097243663,0.01043586271495332
5131,816,1995-01-08,0.07449815649324047,0.25,0.17926296064959402,A,52,monthly,1993-08-05,1,0,1900-01-01,M,1961-09-30,183,32.3324027459954,310,31.17762013729977,2.0,0.4393320341374908,Usti nad Orlici,east Bohemia,0.08277114820003235,0.39072847682119205,0.5857142857142857,0.4,0.6,0.9,0.42360060514372166,0.05709772060482961,0.323943661971831,0.3411371237458194,0.313953488372093,0.020575307274419922,0.019456520632464187
5132,817,1995-02-17,0.9106923392052437,1.0,0.902665001041016,C,5,monthly,1994-03-18,1,0,1900-01-01,M,1960-06-28,115,15.250961098398166,246,14.757379862700228,2.0,0.9124386801962234,Kolin,central Bohemia,0.04542943486626304,0.4304635761589404,0.42857142857142855,0.2,0.2,0.5,0.26475037821482605,0.27014218009478674,0.5070422535211268,0.44593088071348935,0.43023255813953487,0.021188088476178132,0.02191022103666297
5134,825,1997-02-02,0.08209750102417042,0.0,0.4287945034353529,A,19,monthly,1996-03-06,1,1,1998-11-29,M,1948-05-21,82,7.140102974828379,136,6.662540045766587,2.0,0.9176802634231571,Prachatice,south Bohemia,0.0074062154729411115,0.33112582781456956,0.15714285714285714,0.15,0.2,0.3,0.2844175491679275,0.0658993455201986,0.4084507042253521,0.3957636566332218,0.45348837209302323,0.002132949952273772,0.002148260519858683
5136,846,1996-07-28,0.3108766898811962,0.25,0.779929210909848,A,72,monthly,1996-03-09,1,1,1998-04-16,F,1977-05-10,98,16.949713958810076,131,15.645537757437069,1.0,0.5237887238760836,Olomouc,north Moravia,0.15772820987633074,0.2119205298013245,0.7142857142857143,0.35,0.8,0.3,0.43419062027231475,0.19950349808169712,0.5070422535211268,0.4860646599777035,0.3372093023255814,0.10433778385321534,0.08470866125698694
5138,854,1995-05-30,0.1403727980335928,0.75,0.15750572558817405,C,62,monthly,1993-09-21,1,0,1900-01-01,F,1954-03-16,129,8.347036613272309,382,7.837139588100687,4.0,0.41280827901350714,Uherske Hradiste,south Moravia,0.0885157624090895,0.1456953642384106,0.5857142857142857,0.65,0.4,0.4,0.10287443267776104,0.09794628751974724,0.14084507042253522,0.15942028985507248,0.32558139534883723,0.022401866625814587,0.020545922886610533
5140,873,1998-02-24,0.29619008603031544,1.0,0.2780553820528836,C,73,monthly,1997-04-26,1,0,1900-01-01,F,1971-08-26,53,2.110697940503433,97,1.9579862700228834,4.0,0.5107183657012297,Opava,north Moravia,0.11978501581575932,0.11258278145695365,0.7,0.6,0.4,0.6,0.3403933434190621,0.14353419092755584,0.43661971830985913,0.3690078037904125,0.10465116279069768,0.04168090597343829,0.036092812999521474
5145,915,1995-09-16,0.5198893895944285,0.75,0.6397043514470123,C,72,monthly,1995-01-18,1,0,1900-01-01,M,1935-01-29,101,23.015286041189913,229,22.08493135011442,2.0,1.3935891405147505,Olomouc,north Moravia,0.15772820987633074,0.2119205298013245,0.7142857142857143,0.35,0.8,0.3,0.43419062027231475,0.19950349808169712,0.5070422535211268,0.4860646599777035,0.3372093023255814,0.10433778385321534,0.08470866125698694
5147,938,1998-05-21,0.029496108152396557,1.0,0.006974807412034145,C,70,monthly,1997-12-13,1,0,1900-01-01,F,1940-11-26,31,0.9816819221967961,32,0.6416018306636159,2.0,0.24534641489147235,Karvina,north Moravia,0.20872499853717133,0.0,0.02857142857142857,0.4,1.0,0.6,0.8472012102874434,0.4664861205145565,0.9014084507042254,0.8160535117056856,0.0,0.10676534015248824,0.09387185778718986
5148,940,1996-05-29,0.4767513314215485,1.0,0.46158650843222987,C,37,monthly,1994-11-15,2,1,1998-05-12,F,1958-09-15,106,23.690366132723106,191,22.441796338672763,1.0,0.31832538135877964,Litomerice,north Bohemia,0.06125379905208703,0.47019867549668876,0.37142857142857144,0.3,0.4,0.8,0.42965204236006055,0.21552696908147145,0.591549295774648,0.5529542920847268,0.4883720930232558,0.03922978116640545,0.033374398028894615
5151,960,1995-05-24,0.31421548545678,1.0,0.2963772642098688,C,4,after transaction,1994-11-02,1,1,1997-02-19,F,1958-12-30,105,25.548066361556085,264,24.650011441647624,2.0,0.6107788455076943,Kladno,central Bohemia,0.09213411213184045,0.41721854304635764,0.4142857142857143,0.3,0.4,0.5,0.5068078668683814,0.370796659896186,0.6197183098591549,0.5150501672240803,0.32558139534883723,0.0521571076727277,0.0509473727079282
5154,993,1998-07-01,0.1770790659565752,1.0,0.15698521757235062,C,6,monthly,1996-11-14,1,1,1998-12-22,F,1966-10-02,51,7.3950800915331785,54,6.200469107551488,1.0,0.1217189704992944,Kutna Hora,central Bohemia,0.030239249930300516,0.3973509933774834,0.32857142857142857,0.2,0.4,0.3,0.2662632375189108,0.09839765290002257,0.38028169014084506,0.4002229654403566,0.5232558139534884,0.021470910569297307,0.022724727394903225
5158,1004,1998-04-11,0.3133142154854568,0.5,0.5135332084114095,C,70,monthly,1996-07-02,1,0,1900-01-01,F,1975-09-01,85,18.002299771167053,125,17.126556064073217,1.0,0.35185807405416303,Karvina,north Moravia,0.20872499853717133,0.0,0.02857142857142857,0.4,1.0,0.6,0.8472012102874434,0.4664861205145565,0.9014084507042254,0.8160535117056856,0.0,0.10676534015248824,0.09387185778718986
5160,1011,1995-12-18,0.3397173289635395,1.0,0.3222985633978763,C,45,monthly,1994-12-17,1,0,1900-01-01,M,1944-05-06,106,12.749954233409614,217,12.102848970251701,2.0,0.704488945635374,Jicin,east Bohemia,0.030199667507649734,0.5629139072847682,0.2714285714285714,0.3,0.2,0.4,0.2965204236006052,0.0631911532385466,0.28169014084507044,0.27424749163879597,0.5930232558139535,0.014871728396516574,0.012563760575855995
5161,1012,1994-10-28,0.15909463334698895,0.25,0.39423277118467626,A,65,monthly,1994-07-09,1,0,1900-01-01,F,1945-06-12,179,17.93790617848972,233,17.442093821510298,1.0,0.2748336805322223,Znojmo,south Moravia,0.06142073361717946,0.6688741721854304,0.5857142857142857,0.2,0.2,0.3,0.14826021180030266,0.06612502821033626,0.7746478873239437,0.5897435897435898,0.27906976744186046,0.015779115945273925,0.018631832944745925
5169,1068,1998-09-24,0.42369930356411306,1.0,0.4076618779929211,C,52,monthly,1997-02-15,1,0,1900-01-01,M,1936-11-27,49,5.133970251716251,109,4.789473684210521,4.0,0.8640212351320476,Usti nad Orlici,east Bohemia,0.08277114820003235,0.39072847682119205,0.5857142857142857,0.4,0.6,0.9,0.42360060514372166,0.05709772060482961,0.323943661971831,0.3411371237458194,0.313953488372093,0.020575307274419922,0.019456520632464187
5170,1071,1994-01-20,0.42369930356411306,1.0,0.4076618779929211,C,68,weekly,1993-05-10,1,0,1900-01-01,F,1950-03-13,153,21.658180778032047,240,21.342265446224236,1.0,0.2834822928566629,Frydek - Mistek,north Moravia,0.1600738986621141,0.09933774834437085,0.5714285714285714,0.9,0.4,0.5,0.3524962178517399,0.40239223651545925,0.5352112676056338,0.47826086956521735,0.1744186046511628,0.05662333989323466,0.05089646606053819
5172,1083,1998-04-16,0.07851290454731667,0.5,0.11576098271913388,C,45,monthly,1996-12-06,1,0,1900-01-01,M,1979-10-27,59,3.9717505720823802,133,3.722585812356977,4.0,0.5730797661447484,Jicin,east Bohemia,0.030199667507649734,0.5629139072847682,0.2714285714285714,0.3,0.2,0.4,0.2965204236006052,0.0631911532385466,0.28169014084507044,0.27424749163879597,0.5930232558139535,0.014871728396516574,0.012563760575855995
5174,1093,1997-06-13,0.6488529291274068,0.75,0.8035602748282323,C,54,monthly,1996-01-14,1,0,1900-01-01,F,1956-12-18,71,21.013203661327218,172,20.55895881006864,2.0,1.2285330286943081,Brno - mesto,south Moravia,0.29665218753119266,0.0,0.0,0.0,0.2,0.0,1.0,0.40329496727600994,0.1971830985915493,0.1705685618729097,0.686046511627907,0.21097349721302397,0.18130911534428165
5176,1106,1994-11-12,0.3201761573125768,0.25,0.8035602748282323,B,20,weekly,1993-08-29,1,0,1900-01-01,F,1963-12-31,147,20.285183066361576,232,20.27467963386726,1.0,0.539063234997648,Strakonice,south Bohemia,0.023943063266479193,0.6225165562913907,0.2,0.15,0.2,0.3,0.37065052950075644,0.09862333559016023,0.3380281690140845,0.35785953177257523,0.45348837209302323,0.008779269140574364,0.0066585894786141174
5189,1166,1994-02-07,0.24590331831216714,0.75,0.29158859046429314,A,11,monthly,1993-04-21,1,0,1900-01-01,F,1968-12-20,141,15.99267734553774,306,15.50497711670481,2.0,0.5040118271621531,Praha - zapad,central Bohemia,0.028237756124089176,0.23178807947019867,0.5142857142857142,0.45,0.0,0.6,0.03933434190620275,0.3412322274881517,0.028169014084507046,0.017837235228539573,0.8488372093023255,0.031310762559068575,0.026888891151406552
5206,1242,1997-09-07,0.21091765669807455,0.25,0.5259212991880075,C,74,after transaction,1996-11-24,1,0,1900-01-01,F,1951-11-29,69,10.214588100686504,161,9.845389016018299,5.0,0.9673207445736173,Ostrava - mesto,north Moravia,0.24183913703434723,0.0,0.0,0.0,0.2,0.0,1.0,0.5784247348228391,0.6338028169014085,0.5585284280936456,0.22093023255813954,0.21169233669970186,0.17775583135645853
5207,1244,1997-02-28,0.05278574354772634,0.75,0.0462211118051218,C,68,monthly,1996-05-08,1,0,1900-01-01,M,1946-01-22,74,2.3197711670480543,180,2.1042677345537726,5.0,0.2841206908137894,Frydek - Mistek,north Moravia,0.1600738986621141,0.09933774834437085,0.5714285714285714,0.9,0.4,0.5,0.3524962178517399,0.40239223651545925,0.5352112676056338,0.47826086956521735,0.1744186046511628,0.05662333989323466,0.05089646606053819
